task_id,candidate_id,method,product_id,audience_segment,headline,body,cta,visual_prompt,model_calls,latency_ms,axis_strategy,relevance,clarity,aesthetic,audience_fit,brand_safety,factuality_penalty,diversity,predicted_engagement,reward,axis_emotional_style,axis_appeal_type,axis_layout,axis_color_direction,axis_cta_type,axis_caption_length,axis_pain_point,axis_generated_image_path
T0025,963bf22616b7,Ours_without_diversity,P004_01,students,Noise-Cancelling Earbuds Lite for Students,"Stay focused with long battery, clear calls, and active noise cancellation.",Shop now,Students studying in a busy library with earbuds on,8,12251,,0.74,0.92,0.67,0.5667,1.0,0.0,0.0,0.8002,0.7077,practical,productivity,comparison layout,clean bright,Shop now,medium,busy schedule,
T0025,920c76cc3cc3,Ours_without_factual_penalty,P004_01,students,Noise-Cancelling Earbuds Lite for Students,"Stay focused in small spaces with long battery, clear calls & low-latency.",Compare now,Students studying in a quiet library,8,12409,,0.87,0.92,0.7,0.5667,1.0,0.0,0.7692,0.7906,0.7979,practical,identity,lifestyle scene,high contrast,Compare options,short,small dorm space,
T0025,7125aff14878,Ours_without_iterative_loop,P004_01,students,"Noise-Free Studying, Budget-Friendly","Stay focused with long battery, clear calls & noise cancellation. Perfect for students.",Try today,"Student wearing earbuds in library, studying",4,6187,,0.74,0.92,0.82,0.675,0.78,0.04,0.7692,0.8042,0.7462,playful,convenience,minimal poster,bold accent,Try today,medium,limited budget,
T0025,7f103c755cfd,Ours_without_audience_modeling,P004_01,general_consumers,Noise-Cancelling Earbuds Lite,Experience crystal clear calls & active noise cancellation. Lightweight & long battery life.,Try today,Comfortable earbuds with active noise cancellation in a busy city,8,11958,,0.87,0.92,0.7,0.4583,1.0,0.0,0.7692,0.8076,0.7833,practical,family benefit,minimal poster,high contrast,Try today,detailed,unclear product value,
T0026,648c8a4bd173,B0_Template,P004_01,young_professionals,Noise-Cancelling Earbuds Lite for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0026,1bda095c5e39,B1_SingleShot_API,P004_01,young_professionals,Noise-Cancelling Earbuds Lite for Clear Calls,"Experience premium sound with long battery life, active noise cancellation, and lightweight design.",Try Today,"Capture the essence of a balanced work-life with our sleek, bright earbuds.",4,3222,,0.87,0.92,0.92,0.4583,1.0,0.0,0.8755,0.846,0.8287,premium,value,minimal poster,clean bright,Try today,detailed,work-life balance,
T0026,70df8bbbabc6,B2_OpenSource_Only,P004_01,young_professionals,Noise-Free Commute,Stay focused with clear calls & active noise cancellation.,Shop Now,A young professional wearing earbuds while commuting on a busy city street,3,2696,,0.61,0.78,0.8,0.4583,1.0,0.0,0.9302,0.7212,0.7219,warm,value,lifestyle scene,high contrast,Shop now,short,commuting,
T0026,b42f70f0c9aa,B3_PromptEngineered_AI,P004_01,young_professionals,Noise-Cancelling Earbuds Lite,"Stay focused with long battery life, clear calls, and active noise cancellation.",Try today,Experience seamless sound in any environment.,4,2728,,0.74,0.92,0.55,0.4583,1.0,0.0,0.9009,0.7408,0.7361,practical,family benefit,product-centered,warm neutral,Try today,detailed,time pressure,
T0026,3b4bbf3a7a16,Ours_EAI_CO,P004_01,young_professionals,Stay Focused with Clear Calls,"Noise-Cancelling Earbuds Lite offer long battery life, clear calls, and low-latency mode for commuting convenience.",Try Today,"A young professional wearing Noise-Cancelling Earbuds Lite, listening to music on a train",8,12554,,0.87,0.92,0.92,0.675,1.0,0.0,0.7692,0.852,0.8559,warm,convenience,lifestyle scene,clean bright,Try today,detailed,commuting,
T0026,3a458964ac71,Ours_without_diversity,P004_01,young_professionals,Experience Clear Calls & Noise-Free Listening,"Long battery life, active noise cancellation, lightweight design, and low-latency mode for young professionals.",Learn more,"A young professional wearing Noise-Cancelling Earbuds Lite in a busy office, focusing intently on their work.",8,12530,,1.0,0.92,0.92,0.4583,1.0,0.0,0.0,0.8598,0.7869,aspirational,identity,lifestyle scene,bold accent,Learn more,medium,time pressure,
T0026,918712a73f11,Ours_without_factual_penalty,P004_01,young_professionals,Noise-Cancelling Earbuds Lite - Ultimate Comfort & Clarity,"Experience perfect sound, zero noise, and crystal clear calls with our lightweight, long-lasting earbuds.",Compare Options,"Explore the difference with our warm neutral design, ideal for commuting.",8,13189,,0.87,0.92,0.55,0.4583,0.78,0.0,0.7692,0.7226,0.7267,practical,family benefit,comparison layout,warm neutral,Compare options,detailed,commuting,
T0026,51a2ef766a1f,Ours_without_iterative_loop,P004_01,young_professionals,Noise-Cancelling Earbuds Lite for Clear Focus,"Stay focused with long battery, noise cancellation, and clear calls.",Learn more,Compare features of Noise-Cancelling Earbuds Lite,4,5710,,0.74,0.92,0.65,0.35,1.0,0.0,0.7692,0.7398,0.7221,warm,value,comparison layout,high contrast,Learn more,short,work-life balance,
T0026,cca9c0ed37b7,Ours_without_audience_modeling,P004_01,general_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, clear calls, low-latency mode.",Try today,Experience crystal clear sound in any environment.,8,11920,,0.87,0.92,0.7,0.4583,1.0,0.0,0.7692,0.8076,0.7833,practical,family benefit,minimal poster,high contrast,Try today,short,unclear product value,
T0027,c0228166d26b,B0_Template,P004_01,family_users,Noise-Cancelling Earbuds Lite for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0027,9ec2e1f23117,B1_SingleShot_API,P004_01,family_users,Noise-Cancelling Earbuds Lite for Family Routines,"Enjoy clear calls, quiet moments, and seamless music with long battery life.",Compare options,See how our earbuds fit your family's busy lifestyle,4,3218,,0.74,0.92,0.77,0.4583,1.0,0.0,0.9302,0.7592,0.7722,warm,convenience,comparison layout,bold accent,Compare options,short,family routines,
T0027,3a1de028087f,B2_OpenSource_Only,P004_01,family_users,Noise-Cancelling Earbuds Lite,Stay focused with clear calls & active noise cancellation. Long battery life & lightweight design.,Shop now,Experience crystal clear sound in any environment,3,2866,,0.87,0.92,0.55,0.4583,1.0,0.0,0.8755,0.7946,0.7687,playful,productivity,product-centered,high contrast,Shop now,short,limited time,
T0027,ddf13e67f199,B3_PromptEngineered_AI,P004_01,family_users,Noise-Cancelling Earbuds Lite,Experience crystal clear calls & seamless music with long battery life.,Shop now,"Family enjoying a quiet moment together in a clean, bright setting",4,2889,,0.74,0.92,0.92,0.4583,1.0,0.0,0.9009,0.8222,0.801,aspirational,identity,lifestyle scene,clean bright,Shop now,detailed,limited time,
T0027,6d44d98501aa,Ours_EAI_CO,P004_01,family_users,Noise-Cancelling Earbuds for Family Routines,"Enjoy clear calls, balanced sound, and long battery life for family activities.",Try today,Family members listening to music together in a busy kitchen,8,12022,,0.74,0.92,0.77,0.4583,1.0,0.0,0.9333,0.7892,0.7773,warm,family benefit,comparison layout,clean bright,Try today,medium,family routines,
T0027,5b0f61dd953e,Ours_without_diversity,P004_01,family_users,Noise-Cancelling Earbuds Lite for Clear Calls,"Experience premium sound with long battery life, active noise cancellation, and lightweight design.",Learn more,Comfortable earbuds with clear call quality in a high-contrast layout,8,12219,,0.87,0.92,0.8,0.35,1.0,0.0,0.0,0.7866,0.7151,premium,convenience,minimal poster,high contrast,Learn more,detailed,safety concerns,
T0027,107c1aaf32f1,Ours_without_factual_penalty,P004_01,family_users,Noise-Cancelling Earbuds Lite for Clear Family Calls,Experience crystal clear calls with long battery life & active noise cancellation. Perfect for family safety.,Compare now,Family enjoying outdoor activities while listening to music without distractions,8,12663,,0.74,0.92,0.92,0.5667,0.78,0.0,0.9333,0.7832,0.7926,warm,family benefit,lifestyle scene,clean bright,Compare options,medium,safety concerns,
T0027,44f872306c56,Ours_without_iterative_loop,P004_01,family_users,Noise-Cancelling Earbuds Lite for Your Family,"Enjoy clear calls, active noise cancellation, and long battery life in lightweight design.",Compare options,Explore family-friendly features with bold accents for a better listening experience.,4,6039,,0.87,0.92,0.77,0.4583,1.0,0.0,0.7692,0.793,0.7908,aspirational,family benefit,product-centered,bold accent,Compare options,detailed,limited time,
T0027,cca9c0ed37b7,Ours_without_audience_modeling,P004_01,general_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, clear calls, low-latency mode.",Try today,Experience crystal clear sound in any environment.,8,12110,,0.87,0.92,0.7,0.35,1.0,0.0,0.7692,0.7946,0.7639,practical,family benefit,minimal poster,high contrast,Try today,short,unclear product value,
T0028,eca38975ca1c,B0_Template,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0028,4955783face6,B1_SingleShot_API,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery, clear calls, light & comfy. Shop now!",Shop now,Elegant earbuds in warm neutral tones,4,2802,,0.74,0.92,0.8,0.4583,1.0,0.0,0.7716,0.7958,0.7696,aspirational,identity,minimal poster,warm neutral,Shop now,short,comparison shopping,
T0028,8d8207fd4dd0,B2_OpenSource_Only,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery, clear calls, low-latency. Stay connected without the noise.",Learn more,"Elegant earbuds in hand, clean background",3,2987,,0.87,0.92,0.77,0.4583,1.0,0.0,0.8462,0.793,0.7969,warm,identity,product-centered,clean bright,Learn more,short,risk avoidance,
T0028,c67d965b0153,B3_PromptEngineered_AI,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, clear calls, low-latency. Stay connected without compromise.",Learn more,"Elegant design, sleek lines, high contrast colors",4,3015,,0.87,0.92,0.8,0.4583,1.0,0.0,0.7716,0.7996,0.7962,aspirational,identity,minimal poster,high contrast,Learn more,detailed,comparison shopping,
T0028,bea008b30083,Ours_EAI_CO,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery, clear calls, low-latency. Budget-friendly premium sound.",Compare options,"Elegant earbuds with a bold accent color, highlighting key features.",8,11284,,0.87,0.92,0.92,0.5667,1.0,0.0,0.7692,0.859,0.8396,premium,value,minimal poster,bold accent,Compare options,short,budget pressure,
T0028,d2519fc15b2d,Ours_without_diversity,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, active noise cancellation, lightweight, clear calls, low-latency mode.",Compare options,Explore different models side by side for a seamless shopping experience.,8,12158,,1.0,0.92,0.82,0.5667,1.0,0.0,0.0,0.8508,0.7888,practical,convenience,lifestyle scene,bold accent,Compare options,detailed,comparison shopping,
T0028,e338feb733c1,Ours_without_factual_penalty,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite - Best Ever,"Long battery, clear calls, low-latency. Ultimate convenience for less.",Learn more,Experience ultimate clarity and comfort with our Noise-Cancelling Earbuds Lite.,8,11835,,0.87,0.92,0.77,0.4583,0.78,0.0,0.8571,0.771,0.7723,warm,convenience,product-centered,clean bright,Learn more,medium,risk avoidance,
T0028,ccd4cdedf2c3,Ours_without_iterative_loop,P004_01,price_sensitive_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, clear calls, low-latency mode. Stay connected, stress-free.",Learn more,"Premium design with high contrast colors, minimalistic layout.",4,5890,,0.87,0.92,0.8,0.4583,1.0,0.0,0.9333,0.7996,0.8091,premium,identity,minimal poster,high contrast,Learn more,detailed,risk avoidance,
T0028,cca9c0ed37b7,Ours_without_audience_modeling,P004_01,general_consumers,Noise-Cancelling Earbuds Lite,"Long battery life, clear calls, low-latency mode.",Try today,Experience crystal clear sound in any environment.,8,11935,,0.87,0.92,0.7,0.4583,1.0,0.0,0.7692,0.8076,0.7833,practical,family benefit,minimal poster,high contrast,Try today,short,unclear product value,
T0029,dfa21f171409,B0_Template,P004_02,students,Noise-Cancelling Earbuds Plus for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0029,c4f133ec0f85,B1_SingleShot_API,P004_02,students,Noise-Cancelling Earbuds for Students,"Stay focused in small spaces with long battery, clear calls.",Learn More,"Warm neutral colors, family studying together",4,2521,,0.74,0.92,0.65,0.5667,1.0,0.0,0.8755,0.7458,0.7662,warm,family benefit,product-centered,warm neutral,Learn more,short,small dorm space,
T0029,326f34745bb2,B2_OpenSource_Only,P004_02,students,"Stay Focused, Stay Sound","Long battery, cancel noise, light & clear, stable Bluetooth.",Try Today,Students listening to earbuds in a busy library,3,2763,,0.87,0.92,0.77,0.4583,1.0,0.0,0.812,0.793,0.7942,warm,convenience,comparison layout,clean bright,Try today,short,busy schedule,
T0029,d72fff023157,B3_PromptEngineered_AI,P004_02,students,Noise-Cancelling Earbuds Plus for Students,"Long battery life, clear calls, and stable Bluetooth in a compact design.",Try today,Elegant earbuds in a dorm room with books and headphones,4,3164,,0.87,0.92,0.77,0.4583,1.0,0.0,0.8413,0.843,0.8045,premium,value,comparison layout,clean bright,Try today,medium,small dorm space,
T0029,35ce2969fbcf,Ours_EAI_CO,P004_02,students,Noise-Cancelling Earbuds Plus for Students,"Stay focused in small spaces with long battery, clear calls, and stable Bluetooth.",Learn more,Student studying in a quiet library with earbuds on,8,10590,,0.87,0.92,0.8,0.5667,1.0,0.0,0.7692,0.8326,0.8186,premium,productivity,lifestyle scene,high contrast,Learn more,medium,small dorm space,
T0029,1ceb1bafbd77,Ours_without_diversity,P004_02,students,Experience Clear Calls in Comfort,Noise-Cancelling Earbuds Plus offer long battery life and stability for students.,Learn More,"Relaxing in a cozy dorm with earbuds on, enjoying clear calls and peaceful study.",8,11633,,0.74,0.92,0.8,0.5667,1.0,0.0,0.0,0.7788,0.7225,aspirational,convenience,lifestyle scene,warm neutral,Learn more,detailed,small dorm space,
T0029,95389130044e,Ours_without_factual_penalty,P004_02,students,"Noise-Free Studying, Anytime","Stay focused with long battery, clear calls & stable Bluetooth.",Compare Now,"Students in a busy library, using earbuds to block out distractions",8,10616,,0.87,0.92,0.92,0.5667,1.0,0.0,0.8571,0.839,0.8435,warm,convenience,lifestyle scene,clean bright,Compare options,medium,busy schedule,
T0029,3d87214da629,Ours_without_iterative_loop,P004_02,students,Noise-Cancelling Earbuds for Students,Enjoy clear calls & music with long battery life.,Try Today,Students listening to music with earbuds in a library,4,5574,,0.74,0.92,0.92,0.35,1.0,0.0,0.6667,0.7792,0.758,aspirational,family benefit,minimal poster,bold accent,Try today,medium,limited budget,
T0029,e7f394626534,Ours_without_audience_modeling,P004_02,general_consumers,Experience Clear Sound with Noise-Cancelling Earbuds Plus,"Enjoy long battery life, clear calls, and stable Bluetooth in lightweight design.",Try today,Compare features of Noise-Cancelling Earbuds Plus with other earbuds,8,11765,,1.0,0.92,0.65,0.35,1.0,0.0,0.6667,0.8174,0.7783,aspirational,convenience,comparison layout,high contrast,Try today,medium,unclear product value,
T0030,41688af71877,B0_Template,P004_02,young_professionals,Noise-Cancelling Earbuds Plus for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0030,bb41b11ab6e8,B1_SingleShot_API,P004_02,young_professionals,"Stay Focused, Stay Stylish","Long battery, noise canceling, light & clear. Perfect for busy pros.",Compare Now,"Elegant earbuds in hand, urban commute background",4,2861,,0.74,0.92,0.8,0.35,0.78,0.04,0.9048,0.7508,0.6937,aspirational,productivity,minimal poster,high contrast,Compare options,medium,work-life balance,
T0030,32be28a28696,B2_OpenSource_Only,P004_02,young_professionals,Noise-Free Commute,"Stay focused with clear calls & noise cancellation. Long battery, lightweight design.",Try today,A young professional wearing earbuds while commuting on a train,3,2841,,0.87,0.92,0.8,0.4583,1.0,0.0,0.8755,0.8296,0.8093,warm,convenience,minimal poster,warm neutral,Try today,detailed,commuting,
T0030,79a0c6d7cb23,B3_PromptEngineered_AI,P004_02,young_professionals,Noise-Cancelling Earbuds Plus for Young Professionals,Experience premium sound with long battery life and clear calls.,Learn more,"Elegant earbuds in hand, commuting on city streets",4,2998,,0.74,0.92,0.65,0.5667,1.0,0.0,0.8755,0.7458,0.7662,premium,identity,comparison layout,warm neutral,Learn more,medium,commuting,
T0030,c7175bb22e87,Ours_EAI_CO,P004_02,young_professionals,Stay Focused with Noise-Cancelling Earbuds Plus,"Long battery life, clear calls, and stable Bluetooth for a productive commute.",Compare options,A young professional wearing earbuds while working on a laptop in a bustling city,8,11358,,0.87,0.92,0.92,0.4583,1.0,0.0,0.7692,0.846,0.8202,aspirational,productivity,lifestyle scene,clean bright,Compare options,medium,commuting,
T0030,c2016031a921,Ours_without_diversity,P004_02,young_professionals,Experience Clear Calls & Quiet Commute,Noise-Cancelling Earbuds Plus for long-lasting comfort.,Try Today,"A young professional wearing earbuds, commuting on a busy city street",8,10937,,0.74,0.92,0.92,0.4583,1.0,0.0,0.0,0.7922,0.7241,aspirational,family benefit,lifestyle scene,bold accent,Try today,short,work-life balance,
T0030,06b41c1a02cb,Ours_without_factual_penalty,P004_02,young_professionals,Experience Ultimate Sound with Earbuds Plus,"Long battery, noise canceling, light & clear, top Bluetooth stability.",Compare Now,"A young professional in a bustling city, earbuds on, enjoying clear calls and serene surroundings.",8,11778,,0.87,0.92,0.82,0.35,0.78,0.0,0.7692,0.789,0.7578,playful,value,lifestyle scene,bold accent,Compare options,short,time pressure,
T0030,a60ec226284c,Ours_without_iterative_loop,P004_02,young_professionals,Noise-Cancelling Earbuds Plus for Busy Professionals,"Stay focused with long battery, clear calls & stable Bluetooth.",Shop now,Busy professional using earbuds in a bustling office,4,5620,,0.87,0.92,0.77,0.35,1.0,0.0,0.7692,0.81,0.7761,premium,family benefit,comparison layout,clean bright,Shop now,short,time pressure,
T0030,e7f394626534,Ours_without_audience_modeling,P004_02,general_consumers,Experience Clear Sound with Noise-Cancelling Earbuds Plus,"Enjoy long battery life, clear calls, and stable Bluetooth in lightweight design.",Try today,Compare features of Noise-Cancelling Earbuds Plus with other earbuds,8,11946,,1.0,0.92,0.65,0.4583,1.0,0.0,0.6667,0.8304,0.7977,aspirational,convenience,comparison layout,high contrast,Try today,medium,unclear product value,
T0031,6a9504e117c4,B0_Template,P004_02,family_users,Noise-Cancelling Earbuds Plus for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.4583,1.0,0.0,1.0,0.677,0.7079,,,,,,,,
T0031,a786b7e85bfe,B1_SingleShot_API,P004_02,family_users,Noise-Cancelling Earbuds Plus for Family Routines,"Enjoy clear calls, stable Bluetooth, and long battery life in comfort.",Learn More,Experience the perfect blend of sound and comfort for your family.,4,2938,,0.87,0.92,0.65,0.4583,0.78,0.0,0.9302,0.7646,0.7603,warm,value,product-centered,high contrast,Learn more,medium,family routines,
T0031,a518191022aa,B2_OpenSource_Only,P004_02,family_users,Noise-Cancelling Earbuds Plus,"Long battery, clear calls, stable Bluetooth. Perfect for family fun!",Shop now,Compare features with other earbuds,3,2715,,0.87,0.92,0.55,0.4583,0.78,0.04,0.9048,0.7526,0.7023,playful,convenience,comparison layout,high contrast,Shop now,short,safety concerns,
T0031,7a3c1ccad0ec,B3_PromptEngineered_AI,P004_02,family_users,Experience Clear Calls & Noise-Free Listening,Stay connected with clear calls and enjoy noise-free music. Perfect for family users.,Try Today,A family walking in a park enjoying the sound of nature through their earbuds,4,2996,,0.61,0.92,0.92,0.5667,0.78,0.04,0.9302,0.7494,0.721,aspirational,identity,lifestyle scene,bold accent,Try today,detailed,safety concerns,
T0031,ce622405f00c,Ours_EAI_CO,P004_02,family_users,Experience Clear Calls & Noise-Free Listening,"Long battery life, active noise cancellation, lightweight design, and stable Bluetooth for family users.",Compare Options,"Explore premium earbuds with clean, bright colors for a seamless listening experience.",8,12138,,1.0,0.92,0.77,0.5667,1.0,0.0,0.7692,0.8398,0.8416,premium,convenience,comparison layout,clean bright,Compare options,short,limited time,
T0031,631e0c4935f5,Ours_without_diversity,P004_02,family_users,Noise-Cancelling Earbuds Plus for Family Routines,"Enjoy clear calls, stable Bluetooth, and long battery life.",Compare Options,Brightly colored earbuds with a family using them,8,11194,,0.87,0.92,0.92,0.4583,1.0,0.0,0.0,0.846,0.7587,warm,productivity,minimal poster,clean bright,Compare options,medium,family routines,
T0031,9a39393451ee,Ours_without_factual_penalty,P004_02,family_users,Experience Ultimate Sound with Noise-Cancelling Earbuds Plus,"Long battery life, active noise cancellation, lightweight, clear calls, stable Bluetooth.",Compare Options,Explore the premium features that make our earbuds the best choice for your family.,8,12545,,1.0,0.92,0.77,0.4583,0.78,0.0,0.8571,0.8248,0.8069,premium,value,comparison layout,clean bright,Compare options,detailed,safety concerns,
T0031,3b76b30c8216,Ours_without_iterative_loop,P004_02,family_users,Noise-Cancelling Earbuds Plus for Clear Calls,Enjoy crystal clear calls with long battery life & stable Bluetooth.,Shop Now,Family enjoying quality time together,4,5345,,0.87,0.92,0.82,0.5667,1.0,0.0,0.7692,0.817,0.8189,practical,family benefit,minimal poster,bold accent,Shop now,short,limited time,
T0031,66aad7e80918,Ours_without_audience_modeling,P004_02,general_consumers,Experience Clear Sound with Earbuds Plus,"Long battery, noise canceling, light & clear calls, stable Bluetooth.",Try today,"Explore warm, modern earbuds designed for family fun.",8,11078,,0.87,0.92,0.55,0.4583,1.0,0.0,0.7692,0.7746,0.757,playful,family benefit,product-centered,warm neutral,Try today,short,unclear product value,
T0032,af93ed3f43fd,B0_Template,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus for everyday use,Discover a audio option with long battery life.,Learn more,Clean product photo of Noise-Cancelling Earbuds Plus on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0032,a35d3873654e,B1_SingleShot_API,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery life, clear calls, & stable Bluetooth. Perfect for everyday use.",Shop now,"Elegant earbuds in high-contrast colors, set against a lifestyle scene",4,3047,,0.87,0.92,0.8,0.4583,0.78,0.04,0.8413,0.8076,0.7411,premium,identity,lifestyle scene,high contrast,Shop now,medium,comparison shopping,
T0032,0cddde1092e7,B2_OpenSource_Only,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery, clear calls, stable Bluetooth.",Compare options,Elegant earbuds in warm tones,3,2540,,0.87,0.78,0.8,0.4583,1.0,0.0,0.9048,0.7888,0.7827,premium,value,minimal poster,warm neutral,Compare options,short,risk avoidance,
T0032,4658376e5293,B3_PromptEngineered_AI,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery life, clear calls, stable Bluetooth. Perfect for productivity.",Shop now,Compare features of our earbuds with competitors,4,2809,,0.87,0.92,0.55,0.4583,0.78,0.04,0.8413,0.7726,0.7005,practical,productivity,comparison layout,high contrast,Shop now,short,comparison shopping,
T0032,4d3f03232a46,Ours_EAI_CO,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery life, active noise cancellation, lightweight, clear calls, stable Bluetooth.",Compare options,Lifestyle scene with diverse users enjoying various activities while wearing the earbuds.,8,12069,,1.0,0.92,0.82,0.4583,1.0,0.0,0.8571,0.8578,0.8412,practical,value,lifestyle scene,bold accent,Compare options,short,comparison shopping,
T0032,8986a2c6cfcc,Ours_without_diversity,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery, clear calls, stable Bluetooth - all in one pair!",Shop now,Relax in peace with warm neutral earbuds,8,11369,,0.87,0.92,0.7,0.4583,1.0,0.0,0.0,0.8076,0.7217,playful,identity,lifestyle scene,warm neutral,Shop now,short,comparison shopping,
T0032,b7db69836292,Ours_without_factual_penalty,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus - Ultimate Comfort & Clarity,"Long battery life, active noise cancellation, lightweight design, crystal clear calls, super stable Bluetooth.",Learn more,Experience ultimate comfort and clarity with our Noise-Cancelling Earbuds Plus. Perfect for your daily needs.,8,13244,,1.0,0.92,0.65,0.4583,0.78,0.0,0.7692,0.7784,0.7756,aspirational,identity,product-centered,high contrast,Learn more,medium,risk avoidance,
T0032,00e70b4c1b73,Ours_without_iterative_loop,P004_02,price_sensitive_consumers,Noise-Cancelling Earbuds Plus,"Long battery life, clear calls, stable Bluetooth - all in a lightweight design.",Try today,Experience crystal clear sound with our Noise-Cancelling Earbuds Plus.,4,6039,,1.0,0.92,0.82,0.4583,1.0,0.0,0.9333,0.8878,0.852,practical,value,minimal poster,bold accent,Try today,detailed,budget pressure,
T0032,e7f394626534,Ours_without_audience_modeling,P004_02,general_consumers,Experience Clear Sound with Noise-Cancelling Earbuds Plus,"Enjoy long battery life, clear calls, and stable Bluetooth in lightweight design.",Try today,Compare features of Noise-Cancelling Earbuds Plus with other earbuds,8,11641,,1.0,0.92,0.65,0.4583,1.0,0.0,0.6667,0.8304,0.7977,aspirational,convenience,comparison layout,high contrast,Try today,medium,unclear product value,
T0033,8ee34488737a,B0_Template,P005_01,students,Family Air Fryer Lite for everyday use,Discover a kitchen appliance option with large capacity.,Learn more,Clean product photo of Family Air Fryer Lite on a simple background,0,1,fixed_template,0.61,0.92,0.55,0.35,1.0,0.0,1.0,0.664,0.6884,,,,,,,,
T0033,a1026c6c57de,B1_SingleShot_API,P005_01,students,Family Air Fryer Lite,"Perfect for small spaces, cook big meals with less oil.",Learn more,Compare features of the Family Air Fryer Lite in a warm neutral color scheme.,4,2850,,0.61,0.92,0.65,0.4583,0.78,0.04,0.7716,0.697,0.6448,premium,productivity,comparison layout,warm neutral,Learn more,medium,small dorm space,
T0033,9df379975409,B2_OpenSource_Only,P005_01,students,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Try today,Cook delicious meals for your family with ease.,3,2516,,1.0,0.92,0.55,0.35,1.0,0.0,0.8755,0.8154,0.7807,practical,value,comparison layout,warm neutral,Try today,short,busy schedule,
T0033,3102c06ec565,B3_PromptEngineered_AI,P005_01,students,Family Air Fryer Lite,Cook big meals with less oil in your small space.,Learn more,Warm kitchen with family air fryer on counter,4,2535,,0.61,0.92,0.8,0.4583,1.0,0.0,0.8009,0.752,0.7389,aspirational,productivity,lifestyle scene,warm neutral,Learn more,detailed,small dorm space,
T0033,5343ea4dc552,Ours_EAI_CO,P005_01,students,Family Air Fryer Lite for Busy Students,"Large capacity, less oil, easy cleaning, preset menus, family-size basket.",Compare options,"Healthy meals for your family, anytime.",8,10341,,1.0,0.92,0.82,0.4583,1.0,0.0,0.8571,0.8378,0.838,practical,family benefit,minimal poster,bold accent,Compare options,detailed,busy schedule,
T0033,d29c8d79144f,Ours_without_diversity,P005_01,students,Family Air Fryer Lite,"Large capacity, less oil, easy cleaning, preset menus.",Shop now,Healthy family meals together,8,10325,,1.0,0.92,0.7,0.35,1.0,0.0,0.0,0.8284,0.7337,practical,family benefit,minimal poster,high contrast,Shop now,short,limited budget,
T0033,a34627ca236c,Ours_without_factual_penalty,P005_01,students,Family Air Fryer Lite - Best Ever for Students,"Large capacity, less oil, easy cleaning, preset menus. Perfect for busy students on a budget.",Shop now,"Bright clean kitchen with Family Air Fryer Lite in action, family enjoying meal",8,12707,,1.0,0.92,0.82,0.675,0.78,0.0,0.8571,0.8918,0.8593,playful,productivity,lifestyle scene,clean bright,Shop now,detailed,limited budget,
